"subject","activity","frequency_of_body_acceleration_jerk_mean (x_axis)","frequency_of_body_acceleration_jerk_mean (y_axis)","frequency_of_body_acceleration_jerk_mean (z_axis)","frequency_of_body_acceleration_jerk_standard_deviation (x_axis)","frequency_of_body_acceleration_jerk_standard_deviation (y_axis)","frequency_of_body_acceleration_jerk_standard_deviation (z_axis)","frequency_of_body_acceleration_magnitude_mean","frequency_of_body_acceleration_magnitude_standard_deviation","frequency_of_body_acceleration_mean (x_axis)","frequency_of_body_acceleration_mean (y_axis)","frequency_of_body_acceleration_mean (z_axis)","frequency_of_body_acceleration_standard_deviation (x_axis)","frequency_of_body_acceleration_standard_deviation (y_axis)","frequency_of_body_acceleration_standard_deviation (z_axis)","frequency_of_body_body_acceleration_jerk_magnitude_mean","frequency_of_body_body_acceleration_jerk_magnitude_standard_deviation","frequency_of_body_body_gyroscopic_jerk_magnitude_mean","frequency_of_body_body_gyroscopic_jerk_magnitude_standard_deviation","frequency_of_body_body_gyroscopic_magnitude_mean","frequency_of_body_body_gyroscopic_magnitude_standard_deviation","frequency_of_body_gyroscopic_mean (x_axis)","frequency_of_body_gyroscopic_mean (y_axis)","frequency_of_body_gyroscopic_mean (z_axis)","frequency_of_body_gyroscopic_standard_deviation (x_axis)","frequency_of_body_gyroscopic_standard_deviation (y_axis)","frequency_of_body_gyroscopic_standard_deviation (z_axis)","time_of_body_acceleration_jerk_magnitude_mean","time_of_body_acceleration_jerk_magnitude_standard_deviation","time_of_body_acceleration_jerk_mean (x_axis)","time_of_body_acceleration_jerk_mean (y_axis)","time_of_body_acceleration_jerk_mean (z_axis)","time_of_body_acceleration_jerk_standard_deviation (x_axis)","time_of_body_acceleration_jerk_standard_deviation (y_axis)","time_of_body_acceleration_jerk_standard_deviation (z_axis)","time_of_body_acceleration_magnitude_mean","time_of_body_acceleration_magnitude_standard_deviation","time_of_body_acceleration_mean (x_axis)","time_of_body_acceleration_mean (y_axis)","time_of_body_acceleration_mean (z_axis)","time_of_body_acceleration_standard_deviation (x_axis)","time_of_body_acceleration_standard_deviation (y_axis)","time_of_body_acceleration_standard_deviation (z_axis)","time_of_body_gyroscopic_jerk_magnitude_mean","time_of_body_gyroscopic_jerk_magnitude_standard_deviation","time_of_body_gyroscopic_jerk_mean (x_axis)","time_of_body_gyroscopic_jerk_mean (y_axis)","time_of_body_gyroscopic_jerk_mean (z_axis)","time_of_body_gyroscopic_jerk_standard_deviation (x_axis)","time_of_body_gyroscopic_jerk_standard_deviation (y_axis)","time_of_body_gyroscopic_jerk_standard_deviation (z_axis)","time_of_body_gyroscopic_magnitude_mean","time_of_body_gyroscopic_magnitude_standard_deviation","time_of_body_gyroscopic_mean (x_axis)","time_of_body_gyroscopic_mean (y_axis)","time_of_body_gyroscopic_mean (z_axis)","time_of_body_gyroscopic_standard_deviation (x_axis)","time_of_body_gyroscopic_standard_deviation (y_axis)","time_of_body_gyroscopic_standard_deviation (z_axis)","time_of_gravity_acceleration_magnitude_mean","time_of_gravity_acceleration_magnitude_standard_deviation","time_of_gravity_acceleration_mean (x_axis)","time_of_gravity_acceleration_mean (y_axis)","time_of_gravity_acceleration_mean (z_axis)","time_of_gravity_acceleration_standard_deviation (x_axis)","time_of_gravity_acceleration_standard_deviation (y_axis)","time_of_gravity_acceleration_standard_deviation (z_axis)"
24,"WALKING_UPSTAIRS",-0.356233864566667,-0.339251834105263,-0.349499646216667,-0.381338482133333,-0.370486323017544,-0.353825990799333,-0.384324825566667,-0.367669455716667,-0.3583703484,-0.351120423175439,-0.3526634125,-0.37874532974,-0.364804824654386,-0.363594566398333,-0.386154687731579,-0.391940186859649,-0.361059663133333,-0.377811581433333,-0.386654716783333,-0.389528857083333,-0.327367949233333,-0.347553984421053,-0.371567074978333,-0.367531084165,-0.397343852210526,-0.374050616036667,-0.34061445323,-0.377992865743333,-0.342961182280702,-0.327952666596667,-0.333345348641667,-0.396602252719298,-0.388622472566667,-0.369734248433333,-0.326077441,-0.361726950526316,-0.38250794945614,-0.360646941033333,-0.3705232144,-0.380830128508772,-0.346695054588333,-0.339442566333333,-0.350523602765167,-0.387757240016667,-0.347136516385965,-0.365384643968333,-0.335623648733333,-0.35313258477193,-0.36195369865,-0.3507050344,-0.33364976462807,-0.382010711670175,-0.33912346845614,-0.356593042821667,-0.34832135595,-0.378941745826316,-0.381189589631667,-0.356499356466667,-0.349368643533333,-0.370971320481667,-0.370502558964912,-0.344753714216667,-0.342459742895333,-0.369924822192982,-0.382771077266667,-0.378568370833333
25,"LAYING",-0.686775763652778,-0.717034210573333,-0.699617177304167,-0.641879806933333,-0.604491668306667,-0.623466456041667,-0.680443025319444,-0.635609766113889,-0.674888205708333,-0.647549200186667,-0.660937693416667,-0.663145881916667,-0.651611504666667,-0.654212348388889,-0.6575676996556,-0.604447874093333,-0.665104957055556,-0.64240633005,-0.652978686225,-0.640005781643056,-0.662969012222222,-0.66008875292,-0.672139263722222,-0.631601306351389,-0.640941789548,-0.618532142291667,-0.690811476588889,-0.647408897168056,-0.626409473146667,-0.604225217073611,-0.6460543141875,-0.69397840956,-0.687181671805556,-0.701409017305556,-0.654024267785333,-0.6140790844,-0.647438720005333,-0.648289878563889,-0.666584094916667,-0.657255049653333,-0.676974240555556,-0.672004233944444,-0.667268245638889,-0.661125209930556,-0.634633210933333,-0.645493349222222,-0.674200100052778,-0.6186086728,-0.629551850770833,-0.644341645569444,-0.68691422832,-0.658844382786667,-0.657600383822667,-0.624111912122222,-0.612263434227778,-0.676446869310667,-0.667273428875,-0.625235908402778,-0.688013242938194,-0.662347130861111,-0.620303911333333,-0.637992803908333,-0.655798914098611,-0.669639817906667,-0.684987776486111,-0.710138399915278
25,"SITTING",-0.735815668425758,-0.731942187088889,-0.745320045160606,-0.727307415704545,-0.737094614193651,-0.739241596454545,-0.74139167845,-0.731694441184848,-0.74238287870303,-0.734688462784127,-0.7388392365,-0.735602741081818,-0.736049315950794,-0.735717989451515,-0.731254840801587,-0.735634548488889,-0.719139596525758,-0.72430816266303,-0.741194100462121,-0.731955461364091,-0.744119927065152,-0.733737896180952,-0.746688356119697,-0.735486316848485,-0.738805214222222,-0.735292028272727,-0.737047881110606,-0.722365373727273,-0.739095175050794,-0.737864801990909,-0.735657213189394,-0.737990269596825,-0.745561232480303,-0.743393382418182,-0.724039202431746,-0.737448456722222,-0.741551491066667,-0.7316271911,-0.731963276817727,-0.750754621339683,-0.745971842598485,-0.735663503519697,-0.746579194101515,-0.741561356621212,-0.726802304809524,-0.731629783292424,-0.729823984383333,-0.757209819071429,-0.74265065225303,-0.726796969445455,-0.734300058833333,-0.747826761733333,-0.744052713847619,-0.740380679575758,-0.740426062848485,-0.764696526106984,-0.753453980910606,-0.746751748245455,-0.739113846227273,-0.732006214616667,-0.737153948555556,-0.73247090925303,-0.731270292118182,-0.743856204595238,-0.743357353823182,-0.721443989143939
25,"STANDING",-0.758191887175,-0.771560712609333,-0.765878282475067,-0.729647328802778,-0.73008793005,-0.721206636685333,-0.759997626805556,-0.734033273180556,-0.763118816394444,-0.772619391306667,-0.76927379412,-0.725278203876389,-0.724161628106667,-0.72686414584,-0.769340614393333,-0.734672725328,-0.754793138347222,-0.730217254805556,-0.767690857726667,-0.729807209409333,-0.757419746627778,-0.768366711105867,-0.774565908106667,-0.729642707643056,-0.728123977756,-0.727926694792667,-0.757481985513889,-0.7343998395875,-0.730073626314667,-0.729545117121733,-0.732411107055556,-0.729628322034667,-0.731930321086667,-0.734043041025694,-0.757551238581333,-0.720711549293333,-0.728480622237333,-0.719277529198667,-0.728580824430556,-0.754812419736,-0.748456813052,-0.740440984663889,-0.762044223757333,-0.712926620756,-0.744758987153333,-0.74222888984,-0.745846464520278,-0.723986802722667,-0.724181616768,-0.724600553765278,-0.768261035281333,-0.729504538804,-0.732062002321213,-0.727441547586667,-0.735837180920833,-0.722765405845067,-0.715797675753333,-0.722979673975,-0.751803868369333,-0.716230280070667,-0.730607784293333,-0.722116386932,-0.731245051245833,-0.740978276170667,-0.730633383621333,-0.729637038030972
25,"WALKING",-0.448794680549867,-0.451991574866667,-0.436650134315278,-0.403239038696,-0.406524337506667,-0.422989580527778,-0.434282179877333,-0.411011028533333,-0.429406340528,-0.431060177573333,-0.439547548488889,-0.398915944338667,-0.4015621574,-0.395759785486111,-0.442766549314667,-0.41479565988,-0.443089236997067,-0.402703823733333,-0.437114348663889,-0.414546857420833,-0.442494686601333,-0.452652711053333,-0.432907083159722,-0.406036843026667,-0.4116052880896,-0.417018986808333,-0.422994134178667,-0.413848277679333,-0.414663421821733,-0.413319102369028,-0.405602597290667,-0.425493872706667,-0.425344351433333,-0.416981026061333,-0.403679411586667,-0.415637298532,-0.414265079513333,-0.420615526968056,-0.411857980274667,-0.445633393038667,-0.424887173847222,-0.428594011346667,-0.424315563794444,-0.397909073681944,-0.408798386621333,-0.412179941727778,-0.404350292746667,-0.42212206856,-0.421921147569444,-0.412336472509333,-0.419860176568,-0.418014341253333,-0.408653346266667,-0.419387625040278,-0.406122002333333,-0.418807109104,-0.417385833581944,-0.411787647786667,-0.410038799204167,-0.423822349069444,-0.41947434152,-0.417910881166667,-0.411273830066667,-0.434677455146667,-0.43305191125,-0.423837463270667
25,"WALKING_DOWNSTAIRS",-0.315151824529825,-0.324722725929825,-0.30303385295,-0.376976796470175,-0.37948914819614,-0.35298004355,-0.332054818978947,-0.358110431626316,-0.320039521561404,-0.340167726945614,-0.3267273201,-0.367322618329825,-0.360245420726316,-0.358386024573333,-0.349089115087719,-0.371864650257895,-0.324387332673684,-0.336357766492807,-0.330873416916667,-0.358772800818,-0.301747300533333,-0.315611635701754,-0.3245079172,-0.367488071157895,-0.386084483315789,-0.363949417348333,-0.337029537192982,-0.352553053666842,-0.336555742236842,-0.33726137219,-0.35176271822807,-0.333695390880702,-0.33783788865,-0.34022032577193,-0.372855523473684,-0.361015809315789,-0.336988407697719,-0.354356622436667,-0.352234778636842,-0.327314784815789,-0.338520604981667,-0.332038545947368,-0.316446554981,-0.363188577766667,-0.362920544798246,-0.351021217716667,-0.361672319578947,-0.342744236087719,-0.353581991833333,-0.340378858269825,-0.352529930105263,-0.352197080035088,-0.36714816535614,-0.343594988816667,-0.358976596136842,-0.345266481912281,-0.3558357119,-0.346115097494737,-0.355965649816667,-0.35919482525,-0.353990881964912,-0.352737052466667,-0.358048349912281,-0.335054911596491,-0.33398054276,-0.323867628566667
25,"WALKING_UPSTAIRS",-0.441647810943939,-0.440991740060606,-0.409892790946032,-0.455173198136364,-0.448162190166667,-0.424222669060317,-0.430202229105606,-0.429749762060606,-0.426473320548485,-0.42923833215303,-0.420630985968254,-0.442453277606061,-0.431045151263333,-0.439543117619048,-0.433112989869394,-0.460074173606061,-0.444074749083333,-0.420812899954545,-0.404227676698413,-0.429288293733333,-0.417301352780303,-0.439270098257576,-0.438127433079365,-0.423238641818182,-0.436766246403636,-0.43717023415873,-0.441963029763636,-0.439609168283333,-0.434772347431818,-0.449403630460317,-0.427404400060606,-0.423979089284849,-0.431823002501587,-0.4449185455,-0.429433280113636,-0.435443914333333,-0.451357848254545,-0.453360584873016,-0.407903147212121,-0.463953378409091,-0.444511722169841,-0.418238402818182,-0.417845581525238,-0.455616210126984,-0.431354372424242,-0.426852118793651,-0.424958713772727,-0.454231730631818,-0.447574709619048,-0.434675530454545,-0.431984970545455,-0.439475542106061,-0.444139839363636,-0.449683673444444,-0.445465714621212,-0.454530756165152,-0.441078313311111,-0.4533888955,-0.418920462415873,-0.441891086905397,-0.40878249120303,-0.438146263380952,-0.438162667195758,-0.432017476665152,-0.418899951744444,-0.43515214450303
26,"LAYING",-0.761961568436,-0.752040868149333,-0.767367605560256,-0.722433637961333,-0.732167336709333,-0.718753806984615,-0.769148972732,-0.71768002116,-0.747242309892,-0.74892352942,-0.756018820711538,-0.735311142058667,-0.731938298480893,-0.717276625194872,-0.777510596504,-0.725482107529333,-0.780660129408,-0.740453199912,-0.784405579776923,-0.728328311587179,-0.76994417129952,-0.770902264238667,-0.771624468065385,-0.717422106886667,-0.705836652453333,-0.702870089423077,-0.742619098812,-0.744274785669333,-0.734118251188,-0.720443066025641,-0.734933497053333,-0.771230972801333,-0.768539220994872,-0.743560778479067,-0.736437958022667,-0.7342220322,-0.7382897547088,-0.730997115111538,-0.733628385421333,-0.769301840122667,-0.781015431060256,-0.773425599156,-0.74526263185,-0.728351373324526,-0.735398098298667,-0.734622822871154,-0.741714594864,-0.73535301572,-0.742108688953846,-0.736675256410667,-0.735837464942667,-0.744761803333333,-0.7275952754104,-0.735138214057692,-0.742877355524,-0.751521209226667,-0.753851920179487,-0.747761975765333,-0.728846553880769,-0.739459935052564,-0.72651375866,-0.732898425591026,-0.741476114966667,-0.772071988096,-0.781830077885897,-0.7769864807216
26,"SITTING",-0.71125302575641,-0.725712857634615,-0.720006671785897,-0.726587352459615,-0.733971121573077,-0.721658379010256,-0.734010877114103,-0.718408584928974,-0.718817762820513,-0.724127025139744,-0.724389154741026,-0.74672597743718,-0.743730147064103,-0.741700992791026,-0.738912368530769,-0.713677974538461,-0.73105034351282,-0.690219037701282,-0.727608591575641,-0.699835741886538,-0.718773976198718,-0.727275441608692,-0.719973878,-0.705214996566667,-0.718194959608974,-0.706115820173077,-0.714402943021795,-0.755239281773077,-0.709491813506795,-0.697410914555128,-0.712696497171795,-0.774305299169615,-0.756417849433333,-0.760194465798718,-0.711909890423077,-0.770492232371795,-0.700650101957692,-0.694780937997179,-0.698619396551282,-0.745332773984615,-0.736113232533333,-0.757490254714103,-0.722535490807692,-0.771336092079487,-0.728849200512821,-0.724378849824359,-0.710745062025641,-0.772538040394872,-0.77321728341282,-0.771148789821795,-0.722087239039744,-0.759268885794872,-0.719892630874359,-0.70463094109359,-0.733635668789744,-0.776234708267949,-0.763865080485897,-0.771893461217949,-0.697484085365385,-0.77003351244359,-0.709289200153846,-0.704613873141026,-0.715034139534615,-0.76578294346282,-0.768403384271795,-0.785406821808974
26,"STANDING",-0.724308039010667,-0.7352090181136,-0.735586446611111,-0.763831602941333,-0.772708567257333,-0.763283993906944,-0.726418963480667,-0.753146441017333,-0.724505376188,-0.733967299844,-0.734762173545833,-0.765349720037333,-0.772726915956,-0.763021890958333,-0.7297492338972,-0.755685632149333,-0.723686502266667,-0.729525832413333,-0.731716681819444,-0.745830029101389,-0.729684547798533,-0.736337942935333,-0.734667584236111,-0.764212889017333,-0.772221975025333,-0.762421335680556,-0.716517372958667,-0.757933624630667,-0.723851728686667,-0.725865900305556,-0.710609243268,-0.739093800406667,-0.739690870172222,-0.739556337773333,-0.730857695441333,-0.770793487316,-0.741910222445333,-0.732111745683333,-0.716988715430667,-0.731794379598667,-0.733544641208333,-0.72033074128,-0.731715485019444,-0.761551247459722,-0.723373867249333,-0.735228568654167,-0.726301869708,-0.759930742934667,-0.760746863305556,-0.769818629758667,-0.724523520977733,-0.768536197602667,-0.72307633368,-0.724323648018056,-0.716774870893333,-0.744152472786667,-0.748249811680556,-0.758798247593333,-0.731753493254167,-0.760977715523611,-0.728570243970667,-0.738421896359722,-0.718606414373333,-0.728397501689333,-0.733849026055556,-0.734990856628
26,"WALKING",-0.32252769955,-0.327980061122807,-0.319465782408333,-0.294889485425,-0.311431107542105,-0.309871665766667,-0.308326054868333,-0.312878370445,-0.33132018965,-0.329684673085965,-0.320259638183333,-0.308554376383333,-0.318720881964912,-0.30766633305,-0.331102020789474,-0.307575483508772,-0.32309195655,-0.33092645335,-0.337031080411667,-0.309513438563333,-0.320201990568333,-0.33220167822807,-0.324231311233333,-0.280197838413333,-0.289314182787719,-0.304396586,-0.3226938452645,-0.295536616038333,-0.345040628192982,-0.331564263566667,-0.337671866766667,-0.332097317752632,-0.31700157964,-0.300621554616667,-0.32891245205614,-0.286853729403509,-0.333541608754386,-0.320714939083333,-0.3312353781,-0.323937980877193,-0.331181282583333,-0.33236357211,-0.34337480875,-0.306649601901667,-0.340557395240351,-0.32625114305,-0.333425370615,-0.286855618622807,-0.28915786885,-0.2794776989,-0.34339850415614,-0.30266584654386,-0.33349311807193,-0.3245675665,-0.32282502237,-0.289789921754386,-0.300923027066667,-0.301517854483333,-0.312276730066667,-0.2970332479,-0.344456021035088,-0.333968046283333,-0.330601990843333,-0.352686350368421,-0.337727978506667,-0.322858324993333
26,"WALKING_DOWNSTAIRS",-0.187606647077083,-0.17359797345098,-0.1677039321,-0.183577158395833,-0.222592894909804,-0.187229300803922,-0.14792016665625,-0.198299149410417,-0.206104964875,-0.186534994862745,-0.184939572607843,-0.153078145883333,-0.156146460654902,-0.145615656006863,-0.126106228621569,-0.195714229864706,-0.13041854675,-0.192145524916667,-0.121528483543137,-0.179225624313725,-0.150969670520833,-0.149182204690196,-0.146910225441176,-0.181703610666667,-0.214075739835294,-0.204423002315686,-0.205523715316667,-0.158911446645833,-0.199784561147843,-0.192806139321569,-0.2224000275,-0.114014570394118,-0.162187678360392,-0.157197278841667,-0.189112547741176,-0.181901631413725,-0.203913042688235,-0.196017809943137,-0.2224409139375,-0.118668023619608,-0.138302583380392,-0.138002114125,-0.217799215254902,-0.17269562092549,-0.193944076156863,-0.177634730131373,-0.198474967170604,-0.139847120392157,-0.1527475719,-0.160812649827083,-0.222486440764706,-0.196224085054902,-0.208395187634333,-0.202938256117647,-0.209802918916667,-0.162012448862745,-0.153773415486275,-0.132626677804167,-0.188433022745098,-0.170026928647059,-0.242005077096078,-0.213369551139216,-0.217031376433333,-0.13545142497451,-0.112707681943137,-0.106830801375
26,"WALKING_UPSTAIRS",-0.306043243168421,-0.295893579105556,-0.303180163790741,-0.326495800877193,-0.343335394166667,-0.361352341622037,-0.310375773301754,-0.363077384264912,-0.278731956205263,-0.302831719259259,-0.293796102092593,-0.35782642054386,-0.374967537148148,-0.365903780787037,-0.293806193562963,-0.340892890568519,-0.310925394350877,-0.332834140247368,-0.299021424203704,-0.339229844568519,-0.323027290807018,-0.310325803362963,-0.303910846198148,-0.356696777578947,-0.351560969851852,-0.360570294092593,-0.310549386085965,-0.349997607812281,-0.345397876668519,-0.370282975811111,-0.356030272220702,-0.328362097262963,-0.339604790811111,-0.340485137342105,-0.30212060852037,-0.336166978418519,-0.331462123037037,-0.346417072333333,-0.3429784613,-0.300430228085185,-0.300261115744444,-0.305193301778947,-0.265089164964815,-0.353955632375926,-0.349079718185185,-0.364743443624074,-0.337471389684211,-0.3446945878,-0.349157880377778,-0.333818104985965,-0.275790717416667,-0.349313666914815,-0.341809874129815,-0.361166903537037,-0.355217362035088,-0.334008004831481,-0.337687218611111,-0.334709861810526,-0.318644533624074,-0.34340303987037,-0.355198682842593,-0.336176796696852,-0.333897315540351,-0.296577271361111,-0.299930132355556,-0.317499184783684
27,"LAYING",-0.763708437384444,-0.774741445501333,-0.778366843205333,-0.7230632363125,-0.721536388168,-0.725699988085333,-0.763443717123194,-0.735612132384722,-0.75895908797,-0.770570487668,-0.776923421574667,-0.720975971416667,-0.71349280848,-0.718195904616,-0.77665760476,-0.73692651335052,-0.767548036373611,-0.7375536867125,-0.779524543893333,-0.740000730569867,-0.765356926434722,-0.775910530414667,-0.778344050872,-0.739618249375,-0.733436264118667,-0.738853752293333,-0.7543472362875,-0.736041659441667,-0.733817496641347,-0.739714964845333,-0.731911972419445,-0.739536937409333,-0.746539667766667,-0.725245769780556,-0.7502349877008,-0.7344464137544,-0.739513523256,-0.739832744857333,-0.737399242773611,-0.775936452079333,-0.778640127812,-0.766053561255556,-0.76884576317,-0.728268944550267,-0.741735488,-0.742679060593333,-0.734645411829167,-0.748394101105333,-0.749967558029467,-0.744185289195972,-0.765043758389333,-0.72484399458,-0.736607950309333,-0.739129665250667,-0.741314955034722,-0.731463301869333,-0.737987112773333,-0.741818354601389,-0.753115092111733,-0.739426560252,-0.731517340009333,-0.737959488009333,-0.736587729947222,-0.765378165536,-0.766141625082667,-0.750995233076389
27,"SITTING",-0.744244869191667,-0.755891759150725,-0.75267570173913,-0.712904066723611,-0.73375981,-0.741623094695652,-0.768399206072222,-0.7244451939,-0.730218758004167,-0.738910194405797,-0.740380564705797,-0.729194783513889,-0.727280722172464,-0.731156293376812,-0.749086170757971,-0.721738440071015,-0.750547347613889,-0.731876509144444,-0.750983202514493,-0.74001758056087,-0.749384878819444,-0.741959545468116,-0.749816981398551,-0.723579112265278,-0.727696479247826,-0.72995561083087,-0.729603861361111,-0.731028869293056,-0.73270861366087,-0.731279839988406,-0.730420463526389,-0.753237546965217,-0.748855008305797,-0.752541909166667,-0.739043351821739,-0.731974759362319,-0.73573265042029,-0.734157062150725,-0.737329119263889,-0.746969661905797,-0.749971202182609,-0.758184899698611,-0.73483828973913,-0.741132602697101,-0.730745967998551,-0.73635134784058,-0.7296204346375,-0.730112418771015,-0.739334729304348,-0.7344816109125,-0.737498516297101,-0.736449723915942,-0.737478573869565,-0.736061580007246,-0.720634074219444,-0.746865287688406,-0.750081024255073,-0.737280734276389,-0.739001330969565,-0.739060147765652,-0.728907247173913,-0.73568538945029,-0.727054647626389,-0.75073093612029,-0.752225380202899,-0.7573970466625
27,"STANDING",-0.731395968967949,-0.726482452759259,-0.724993738793827,-0.741559500715385,-0.721662999411111,-0.723034953854321,-0.747251680175769,-0.723894636153846,-0.734207503898718,-0.726454064822222,-0.72754114462963,-0.756017738946154,-0.745947726518518,-0.748574689058025,-0.744196998942791,-0.715638664166667,-0.757516792642308,-0.724790584589744,-0.747941284617284,-0.71887061782716,-0.73375435560641,-0.738686297807654,-0.741322100182716,-0.719138035441026,-0.717230254012346,-0.717494905751852,-0.734726131294872,-0.769753890357692,-0.722991330498765,-0.726423020595062,-0.731429343171795,-0.783112823398765,-0.784760613192346,-0.782663479248718,-0.720513431281481,-0.765023406771605,-0.71479765891358,-0.719571958271605,-0.724669271653846,-0.762347873814815,-0.766475664288889,-0.775719557824359,-0.727862128240741,-0.764322563777778,-0.721893238181728,-0.721481332102469,-0.730756851807692,-0.783565011160494,-0.787437453939506,-0.781827058076923,-0.728690708175309,-0.762311349618519,-0.724476511109877,-0.728439520433333,-0.735303718452321,-0.785131847111111,-0.785666728649753,-0.783696532282051,-0.724734355220988,-0.772046873345679,-0.718342022911111,-0.717506020758025,-0.733272740158974,-0.77664382034321,-0.776429885209877,-0.782936145691026
27,"WALKING",-0.345086284087719,-0.33735139122807,-0.319109755370175,-0.296450765836842,-0.309730206578947,-0.314306790010526,-0.324878770082456,-0.344723167812281,-0.313929313347368,-0.329913510684211,-0.32096942477193,-0.314380473807018,-0.300038108697895,-0.297562816719298,-0.329429487859649,-0.325285037021053,-0.298938961150877,-0.351490875998246,-0.33052758277193,-0.333118240929825,-0.329676390526316,-0.333809387403509,-0.330816988005263,-0.335063589292982,-0.331126872210526,-0.346091985876842,-0.317174768629209,-0.289883357982456,-0.316145846345614,-0.313908299212281,-0.315012814821053,-0.290884953508772,-0.289560097251754,-0.304943697614035,-0.316823710122807,-0.300324358733333,-0.333192556140351,-0.330174014824561,-0.345290727296491,-0.292008248715789,-0.297114768824561,-0.275064829526316,-0.305453334352632,-0.290282673596491,-0.314102541736842,-0.332833014001754,-0.32657825842807,-0.296949274105263,-0.317964715754386,-0.312778428135088,-0.3226093318,-0.293962980073684,-0.326620515851754,-0.323341378831,-0.335335694385965,-0.291707553078947,-0.302114925903509,-0.302621423350877,-0.331581532614035,-0.297002850878947,-0.337106742854386,-0.311699700950877,-0.302840124975439,-0.276139004308772,-0.289589077221053,-0.297311999605263
27,"WALKING_DOWNSTAIRS",-0.173192501044444,-0.137113181708889,-0.0775392599666667,-0.227334285348889,-0.256485332591111,-0.187952929580952,-0.155951673648889,-0.249886429624444,-0.122764902977778,-0.118663305186667,-0.161065749761905,-0.245718665708889,-0.279133377033333,-0.22847266567619,-0.164808171035556,-0.224711355844444,-0.16171026422,-0.235328167671111,-0.14808059797619,-0.244110798911905,-0.105822894577778,-0.0863479799066667,-0.092426230402381,-0.212384439357778,-0.239176129422222,-0.239233889940476,-0.142529279348889,-0.178192205377778,-0.197433984602222,-0.162353486747619,-0.165295189164444,-0.176385471808889,-0.158516268571429,-0.173585080555556,-0.164892681711111,-0.192887447184444,-0.223054315057778,-0.225088104338095,-0.218042772126667,-0.143276103087333,-0.124866937761905,-0.145727632975556,-0.142256479507143,-0.210284161290476,-0.181146181044444,-0.138399239697619,-0.173075678933333,-0.210439370488889,-0.223364856052381,-0.200956266824444,-0.156530290353333,-0.186866042831111,-0.192905412191111,-0.141008860440476,-0.13964938576,-0.168212115933333,-0.154931259297619,-0.186042541513333,-0.118111424454762,-0.193809513952381,-0.228072668537778,-0.248771893419048,-0.225549981497778,-0.178413485351111,-0.148952332878571,-0.19175889218
27,"WALKING_UPSTAIRS",-0.364674564882353,-0.370803038028235,-0.398255392137255,-0.399559393882353,-0.412362967309804,-0.384742771727451,-0.377589229005882,-0.36726266784902,-0.323363577231373,-0.340369203901176,-0.349097812060784,-0.359401389215686,-0.39510192502549,-0.398300318839216,-0.397887467686275,-0.36685211427451,-0.37450579245098,-0.353404191843137,-0.365372608823529,-0.359103364352941,-0.399536132592157,-0.3718071547,-0.373493218837255,-0.38018299254902,-0.389833085329412,-0.387522137372549,-0.38960036970098,-0.418618121215686,-0.335223117701961,-0.335820976552941,-0.342278331733333,-0.374205641470588,-0.378573222607843,-0.363669798972549,-0.350961721823529,-0.375631427960784,-0.389736298941176,-0.370538323558824,-0.338834933082353,-0.401080337666667,-0.407886373033333,-0.382293246058824,-0.328131284803922,-0.389275961392157,-0.314230856372549,-0.298500405333333,-0.325060556927451,-0.35526722874902,-0.381656432423529,-0.380726865254902,-0.378023338937255,-0.425996542352941,-0.358457400088235,-0.338899449254902,-0.327617498070588,-0.388003182392157,-0.389132969164706,-0.348457921313725,-0.359622338392157,-0.403208909921569,-0.33888056587451,-0.321770977764706,-0.316088154362745,-0.365887556696078,-0.379323469847059,-0.361082543388235
28,"LAYING",-0.748615173623457,-0.753149841198718,-0.767895817806296,-0.701884388834568,-0.71852470135641,-0.715300468848148,-0.717168723506173,-0.718297162588889,-0.77153003145679,-0.772404014779487,-0.765123312192593,-0.7063343326,-0.718390182897436,-0.717455595407407,-0.735579656383282,-0.736623395205128,-0.733080606275309,-0.733915200432099,-0.7390618735,-0.746326117197531,-0.729462535624691,-0.729936326833333,-0.72591270937037,-0.7071889928,-0.717410435477308,-0.722323630580247,-0.789837520518519,-0.706943208785185,-0.786445821483333,-0.809608106695062,-0.8049497298,-0.738824740383846,-0.73352981640963,-0.731675514977778,-0.811303532219231,-0.741968228802564,-0.746281381352564,-0.751716427658765,-0.748517294006173,-0.747655698007692,-0.73769147331358,-0.733518695462963,-0.783490659459506,-0.713510352955062,-0.810204160060256,-0.808478119314815,-0.807126518541975,-0.748360936169231,-0.728825384766667,-0.726461750849383,-0.792766837560256,-0.720742706165385,-0.808535170075641,-0.810698651248148,-0.807361300691358,-0.751425381047436,-0.736313356923457,-0.718096382662963,-0.794715828037037,-0.71870769587284,-0.766443937816667,-0.773322557758025,-0.770230077044444,-0.746769171273077,-0.738642740393086,-0.734285681333333
